"STIME"	"NE_ID"	"OBJID"	"A_PARTYLOCATION"	"B_PARTYLOCATION"	"A_PARTYCARRIER"	"B_PARTYCARRIER"	"A_PARTYTECHNOLOGY"	"B_PARTYTECHNOLOGY"	"A_PARTYNUMBER"	"CODEC"	"MCC"	"MNC"	"LAC"	"CELLID"	"CHANNEL"	"SIGNAL_LEVEL"	"CALLTYPE"	"DIALINGTIME_CET"	"CONNECTTIME_CET"	"CALLSETUPDURATION"	"CALLSETUPSUCCESSRATIO"	"CONNECTSETUPDURATION"	"CONNECTSETUPSUCCESSRATIO"	"CALLDROPRATIO"	"CALLSERVICEAVAILABILITY"	"AUDIOLOOPS_AB"	"AUDIOLOOPS_BA"	"MOS_AB"	"MOS_AB_SUM"	"MOS_BA"	"MOS_BA_SUM"	"SPEECHDELAY_AB"	"SPEECHDELAY_AB_SUM"	"SPEECHDELAY_BA"	"SPEECHDELAY_BA_SUM"	"MTEXPECTED_AB"	"MTEXPECTED_BA"	"MTRECORDED_AB"	"MTRECORDED_BA"	"MTSUCCESSRATE"
"190220 11:07"	"CALL"	"343"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 11:07:15"	"2019.02.20 11:07:18"	"2968"	"100"	"3059"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.21"	"3.63"	"7.26"	"58.604"	"117.208"	"56.302"	"112.604"	"12"	"12"	"12"	"12"	"100"
"190220 11:07"	"CALL"	"344"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 11:07:16"	"2019.02.20 11:07:19"	"3383"	"100"	"3420"	"100"	"0"	"1"	"2"	"2"	"3.64"	"7.28"	"3.61"	"7.22"	"61.521"	"123.042"	"51.916"	"103.833"	"12"	"12"	"12"	"12"	"100"
"190220 11:09"	"CALL"	"345"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 11:09:11"	"2019.02.20 11:09:12"	"284"	"100"	"388"	"100"	"0"	"1"	"2"	"2"	"4.5"	"8.99"	"4.49"	"8.97"	"49.323"	"98.645"	"53.062"	"106.124"	"12"	"12"	"12"	"12"	"100"
"190220 11:09"	"CALL"	"346"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 11:09:12"	"2019.02.20 11:09:12"	"319"	"100"	"388"	"100"	"0"	"1"	"2"	"2"	"4.44"	"8.89"	"4.46"	"8.92"	"48.708"	"97.416"	"47.437"	"94.874"	"12"	"12"	"12"	"12"	"100"
"190220 11:09"	"CALL"	"347"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 11:09:12"	"2019.02.20 11:09:12"	"286"	"100"	"414"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.95"	"4.46"	"8.92"	"48.708"	"97.416"	"47.948"	"95.895"	"12"	"12"	"12"	"12"	"100"
"190220 11:09"	"CALL"	"348"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 11:09:12"	"2019.02.20 11:09:13"	"267"	"100"	"386"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.97"	"4.46"	"8.91"	"45.708"	"91.416"	"48.458"	"96.916"	"12"	"12"	"12"	"12"	"100"
"190220 11:10"	"CALL"	"349"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 11:10:56"	"2019.02.20 11:10:57"	"293"	"100"	"390"	"100"	"0"	"1"	"2"	"2"	"4.52"	"9.04"	"4.47"	"8.93"	"46.312"	"92.624"	"47.208"	"94.416"	"12"	"12"	"12"	"12"	"100"
"190220 11:10"	"CALL"	"350"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 11:10:56"	"2019.02.20 11:10:57"	"368"	"100"	"442"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.47"	"8.93"	"47.813"	"95.625"	"48.063"	"96.126"	"12"	"12"	"12"	"12"	"100"
"190220 11:10"	"CALL"	"351"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 11:10:57"	"2019.02.20 11:10:57"	"263"	"100"	"383"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.9"	"4.51"	"9.02"	"47.458"	"94.916"	"46.448"	"92.895"	"12"	"12"	"12"	"12"	"100"
"190220 11:10"	"CALL"	"352"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 11:10:58"	"2019.02.20 11:10:58"	"303"	"100"	"409"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.93"	"4.51"	"9.02"	"48.073"	"96.146"	"46.073"	"92.145"	"12"	"12"	"12"	"12"	"100"
"190220 12:01"	"CALL"	"353"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 12:01:52"	"2019.02.20 12:01:52"	"277"	"100"	"406"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.9"	"4.46"	"8.92"	"43.851"	"87.701"	"44.284"	"88.568"	"12"	"12"	"12"	"12"	"100"
"190220 12:01"	"CALL"	"354"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 12:01:52"	"2019.02.20 12:01:53"	"262"	"100"	"382"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.9"	"4.46"	"8.92"	"44.044"	"88.089"	"44.122"	"88.243"	"12"	"12"	"12"	"12"	"100"
"190220 12:01"	"CALL"	"355"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 12:01:54"	"2019.02.20 12:01:55"	"349"	"100"	"379"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.46"	"8.91"	"46.315"	"92.629"	"43.966"	"87.932"	"12"	"12"	"12"	"12"	"100"
"190220 12:01"	"CALL"	"356"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 12:01:54"	"2019.02.20 12:01:55"	"281"	"100"	"401"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.95"	"4.45"	"8.9"	"43.862"	"87.724"	"47.065"	"94.129"	"12"	"12"	"12"	"12"	"100"
"190220 12:02"	"CALL"	"357"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 12:02:01"	"2019.02.20 12:02:03"	"1771"	"100"	"1851"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.26"	"3.62"	"7.24"	"33.758"	"67.516"	"71.648"	"143.296"	"12"	"12"	"12"	"12"	"100"
"190220 12:02"	"CALL"	"358"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 12:02:02"	"2019.02.20 12:02:04"	"1989"	"100"	"2116"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.19"	"3.66"	"7.32"	"34.019"	"68.038"	"71.7"	"143.401"	"12"	"12"	"12"	"12"	"100"
"190220 12:02"	"CALL"	"359"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 12:02:02"	"2019.02.20 12:02:04"	"1674"	"100"	"1802"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.27"	"3.63"	"7.27"	"34.852"	"69.703"	"72.263"	"144.526"	"12"	"12"	"12"	"12"	"100"
"190220 12:02"	"CALL"	"360"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 12:02:03"	"2019.02.20 12:02:05"	"1676"	"100"	"1803"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.21"	"3.58"	"7.17"	"35.591"	"71.182"	"73.012"	"146.025"	"12"	"12"	"12"	"12"	"100"
"190220 12:03"	"CALL"	"361"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 12:03:37"	"2019.02.20 12:03:37"	"285"	"100"	"426"	"100"	"0"	"1"	"2"	"2"	"4.44"	"8.87"	"4.45"	"8.89"	"50.534"	"101.068"	"45.487"	"90.973"	"12"	"12"	"12"	"12"	"100"
"190220 12:03"	"CALL"	"362"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 12:03:37"	"2019.02.20 12:03:38"	"280"	"100"	"374"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.97"	"4.47"	"8.94"	"46.997"	"93.994"	"49.669"	"99.338"	"12"	"12"	"12"	"12"	"100"
"190220 12:03"	"CALL"	"363"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 12:03:40"	"2019.02.20 12:03:40"	"278"	"100"	"372"	"100"	"0"	"1"	"2"	"2"	"4.52"	"9.03"	"4.48"	"8.95"	"46.794"	"93.588"	"49.497"	"98.994"	"12"	"12"	"12"	"12"	"100"
"190220 12:03"	"CALL"	"364"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 12:03:40"	"2019.02.20 12:03:41"	"258"	"100"	"382"	"100"	"0"	"1"	"2"	"2"	"4.51"	"9.02"	"4.47"	"8.95"	"49.258"	"98.515"	"47.669"	"95.338"	"12"	"12"	"11"	"12"	"0"
"190220 12:03"	"CALL"	"365"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 12:03:51"	"2019.02.20 12:03:53"	"1669"	"100"	"1797"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.22"	"3.58"	"7.15"	"47.997"	"95.994"	"59.712"	"119.423"	"12"	"12"	"12"	"12"	"100"
"190220 12:03"	"CALL"	"366"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 12:03:53"	"2019.02.20 12:03:55"	"1849"	"100"	"1931"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.22"	"3.61"	"7.22"	"48.371"	"96.743"	"58.941"	"117.882"	"12"	"12"	"12"	"12"	"100"
"190220 12:03"	"CALL"	"367"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 12:03:53"	"2019.02.20 12:03:55"	"1820"	"100"	"1945"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.23"	"3.61"	"7.21"	"50.611"	"101.223"	"57.774"	"115.548"	"12"	"12"	"12"	"12"	"100"
"190220 12:03"	"CALL"	"368"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 12:03:53"	"2019.02.20 12:03:55"	"1770"	"100"	"1894"	"100"	"0"	"1"	"2"	"2"	"3.66"	"7.31"	"3.65"	"7.31"	"51.038"	"102.077"	"57.972"	"115.944"	"12"	"12"	"12"	"12"	"100"
"190220 12:05"	"CALL"	"369"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 12:05:50"	"2019.02.20 12:05:53"	"3253"	"100"	"3289"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.19"	"3.58"	"7.16"	"61.283"	"122.566"	"49.978"	"99.955"	"12"	"12"	"12"	"12"	"100"
"190220 12:05"	"CALL"	"370"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 12:05:50"	"2019.02.20 12:05:53"	"2920"	"100"	"3037"	"100"	"0"	"1"	"2"	"2"	"3.58"	"7.16"	"3.61"	"7.22"	"61.596"	"123.192"	"51.477"	"102.954"	"12"	"12"	"12"	"12"	"100"
"190220 12:05"	"CALL"	"371"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 12:05:51"	"2019.02.20 12:05:54"	"3275"	"100"	"3337"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.23"	"3.63"	"7.27"	"64.418"	"128.837"	"50.759"	"101.517"	"12"	"12"	"12"	"12"	"100"
"190220 12:05"	"CALL"	"372"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 12:05:51"	"2019.02.20 12:05:55"	"3264"	"100"	"3398"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.19"	"3.62"	"7.24"	"62.314"	"124.628"	"51.426"	"102.851"	"12"	"12"	"12"	"12"	"100"
"190220 12:07"	"CALL"	"373"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 12:07:39"	"2019.02.20 12:07:42"	"3458"	"100"	"3523"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.21"	"3.67"	"7.33"	"63.159"	"126.318"	"50.237"	"100.473"	"12"	"12"	"12"	"12"	"100"
"190220 12:07"	"CALL"	"374"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 12:07:40"	"2019.02.20 12:07:43"	"3033"	"100"	"3192"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.26"	"3.64"	"7.28"	"64.971"	"129.943"	"51.404"	"102.807"	"12"	"12"	"12"	"12"	"100"
"190220 12:07"	"CALL"	"375"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 12:07:40"	"2019.02.20 12:07:44"	"3349"	"100"	"3391"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.23"	"3.59"	"7.18"	"63.263"	"126.526"	"51.862"	"103.724"	"12"	"12"	"12"	"12"	"100"
"190220 12:07"	"CALL"	"376"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 12:07:41"	"2019.02.20 12:07:44"	"3138"	"100"	"3226"	"100"	"0"	"1"	"2"	"2"	"3.58"	"7.16"	"3.63"	"7.27"	"66.482"	"132.964"	"53.122"	"106.244"	"12"	"12"	"12"	"12"	"100"
"190220 12:09"	"CALL"	"377"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 12:09:37"	"2019.02.20 12:09:37"	"362"	"100"	"438"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.96"	"4.45"	"8.89"	"50.448"	"100.896"	"47.948"	"95.895"	"12"	"12"	"12"	"12"	"100"
"190220 12:09"	"CALL"	"378"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 12:09:37"	"2019.02.20 12:09:37"	"367"	"100"	"442"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.95"	"4.47"	"8.93"	"48.323"	"96.645"	"47.073"	"94.145"	"12"	"12"	"12"	"12"	"100"
"190220 12:09"	"CALL"	"379"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 12:09:37"	"2019.02.20 12:09:38"	"364"	"100"	"440"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.48"	"8.95"	"47.573"	"95.145"	"47.083"	"94.166"	"12"	"12"	"12"	"12"	"100"
"190220 12:09"	"CALL"	"380"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 12:09:38"	"2019.02.20 12:09:39"	"303"	"100"	"411"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.95"	"4.49"	"8.99"	"47.323"	"94.645"	"47.708"	"95.416"	"12"	"12"	"12"	"12"	"100"
"190220 12:11"	"CALL"	"381"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 12:11:21"	"2019.02.20 12:11:22"	"361"	"100"	"435"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.96"	"4.5"	"9.01"	"49.448"	"98.895"	"46.458"	"92.916"	"12"	"12"	"12"	"12"	"100"
"190220 12:11"	"CALL"	"382"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 12:11:22"	"2019.02.20 12:11:22"	"262"	"100"	"377"	"100"	"0"	"1"	"2"	"2"	"4.43"	"8.87"	"4.46"	"8.91"	"46.583"	"93.166"	"47.083"	"94.166"	"12"	"12"	"12"	"12"	"100"
"190220 12:11"	"CALL"	"383"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 12:11:22"	"2019.02.20 12:11:23"	"265"	"100"	"395"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.97"	"4.5"	"8.99"	"46.448"	"92.895"	"46.583"	"93.166"	"12"	"12"	"12"	"12"	"100"
"190220 12:11"	"CALL"	"384"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 12:11:23"	"2019.02.20 12:11:23"	"366"	"100"	"441"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.49"	"8.99"	"46.708"	"93.416"	"47.062"	"94.124"	"12"	"12"	"12"	"12"	"100"
"190220 13:01"	"CALL"	"385"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 13:01:29"	"2019.02.20 13:01:30"	"265"	"100"	"394"	"100"	"0"	"1"	"2"	"2"	"4.44"	"8.88"	"4.44"	"8.88"	"45.5"	"90.999"	"45.25"	"90.501"	"12"	"12"	"12"	"12"	"100"
"190220 13:01"	"CALL"	"386"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 13:01:29"	"2019.02.20 13:01:30"	"278"	"100"	"378"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.5"	"9"	"46.125"	"92.251"	"46.031"	"92.061"	"12"	"12"	"12"	"12"	"100"
"190220 13:01"	"CALL"	"387"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 13:01:34"	"2019.02.20 13:01:34"	"259"	"100"	"387"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.93"	"4.45"	"8.9"	"47.101"	"94.201"	"44.066"	"88.132"	"12"	"12"	"12"	"12"	"100"
"190220 13:01"	"CALL"	"388"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 13:01:35"	"2019.02.20 13:01:35"	"291"	"100"	"395"	"100"	"0"	"1"	"2"	"2"	"4.52"	"9.03"	"4.52"	"9.03"	"44.44"	"88.881"	"47.726"	"95.451"	"12"	"12"	"12"	"12"	"100"
"190220 13:02"	"CALL"	"389"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 13:02:01"	"2019.02.20 13:02:02"	"1727"	"100"	"1855"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.63"	"7.25"	"51.718"	"103.436"	"53.646"	"107.293"	"12"	"12"	"12"	"12"	"100"
"190220 13:02"	"CALL"	"390"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 13:02:01"	"2019.02.20 13:02:03"	"1874"	"100"	"2001"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.65"	"7.29"	"53.937"	"107.874"	"54.417"	"108.835"	"12"	"12"	"12"	"12"	"100"
"190220 13:02"	"CALL"	"391"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 13:02:02"	"2019.02.20 13:02:04"	"1779"	"100"	"1863"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.23"	"3.62"	"7.24"	"52.656"	"105.311"	"55.25"	"110.501"	"12"	"12"	"12"	"12"	"100"
"190220 13:02"	"CALL"	"392"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 13:02:03"	"2019.02.20 13:02:05"	"1974"	"100"	"2100"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.19"	"3.58"	"7.17"	"53.093"	"106.186"	"52.615"	"105.231"	"12"	"12"	"12"	"12"	"100"
"190220 13:03"	"CALL"	"393"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 13:03:11"	"2019.02.20 13:03:11"	"276"	"100"	"380"	"100"	"0"	"1"	"2"	"2"	"4.51"	"9.02"	"4.45"	"8.89"	"46.437"	"92.875"	"51.729"	"103.457"	"12"	"12"	"12"	"12"	"100"
"190220 13:03"	"CALL"	"394"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 13:03:12"	"2019.02.20 13:03:12"	"279"	"100"	"393"	"100"	"0"	"1"	"2"	"2"	"4.5"	"8.99"	"4.43"	"8.86"	"50.614"	"101.228"	"45.281"	"90.562"	"12"	"12"	"12"	"12"	"100"
"190220 13:03"	"CALL"	"395"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 13:03:19"	"2019.02.20 13:03:19"	"258"	"100"	"383"	"100"	"0"	"1"	"2"	"2"	"4.49"	"8.99"	"4.48"	"8.96"	"49.892"	"99.783"	"46.254"	"92.508"	"12"	"12"	"12"	"12"	"100"
